date,description,amount
2023-05-06,"PEETS COFFEE",-11.66
2023-05-06,"NYT SUBSCRIPTION",-18.74
2023-05-06,"MCDONALDS",-15.16
2023-05-07,"SPROUTS FARMERS MKT",-97.59
2023-05-07,"CHEVRON",-53.93
2023-05-07,"PANERA BREAD",-11.40
2023-05-07,"DUNKIN",-5.46
2023-05-07,"BART TICKET",-30.71
2023-05-07,"RITE AID",-41.90
2023-05-07,"MCDONALDS",-13.35
2023-05-08,"76 STATION",-41.44
2023-05-08,"MCDONALDS",-27.26
2023-05-08,"LOCAL COFFEE SHOP",-9.13
2023-05-08,"APPLE ICLOUD",-9.83
2023-05-08,"PARKING METER",-17.77
2023-05-09,"ARCO AMPM",-50.60
2023-05-09,"CHIPOTLE",-37.53
2023-05-09,"PEETS COFFEE",-9.00
2023-05-09,"AMAZON.COM",-50.75
2023-05-10,"DOORDASH",-12.13
2023-05-10,"PEETS COFFEE",-4.94
2023-05-10,"CVS",-38.05
2023-05-10,"PARKING METER",-19.29
2023-05-11,"TACO BELL",-40.15
2023-05-11,"PEETS COFFEE",-10.50
2023-05-11,"BART TICKET",-6.39
2023-05-11,"STEAM GAMES",-46.93
2023-05-11,"7-ELEVEN",-19.13
2023-05-12,"UBER EATS",-42.51
2023-05-12,"DUNKIN",-8.54
2023-05-12,"DOLLAR STORE",-51.13
2023-05-12,"DAVE AND BUSTERS",-16.29
2023-05-12,"STARBUCKS",-5.45
2023-05-13,"SAFEWAY",-119.77
2023-05-13,"SHELL OIL",-41.48
2023-05-13,"MCDONALDS",-21.27
2023-05-13,"LOCAL COFFEE SHOP",-5.51
2023-05-13,"CLIPPER CARD",-33.29
2023-05-13,"TICKETMASTER",-17.31
2023-05-14,"TRADER JOES",-42.04
2023-05-14,"76 STATION",-52.21
2023-05-14,"PANERA BREAD",-9.18
2023-05-14,"PEETS COFFEE",-10.02
2023-05-14,"EBAY",-13.93
2023-05-14,"STEAM GAMES",-32.11
2023-05-15,"DIRECT DEPOSIT - EMPLOYER",4333.66
2023-05-15,"76 STATION",-68.24
2023-05-15,"SUSHI HOUSE",-36.09
2023-05-15,"PEETS COFFEE",-7.42
2023-05-15,"DOLLAR STORE",-54.22
2023-05-16,"WHOLE FOODS MKT",-21.80
2023-05-16,"76 STATION",-45.61
2023-05-16,"PANERA BREAD",-15.27
2023-05-16,"LOCAL COFFEE SHOP",-8.27
2023-05-16,"EBAY",-59.81
2023-05-16,"CLIPPER CARD",-4.42
2023-05-16,"MCDONALDS",-23.07
2023-05-16,"STARBUCKS",-8.20
2023-05-17,"WATER DISTRICT",-150.95
2023-05-17,"PIZZA PORT",-31.69
2023-05-17,"PEETS COFFEE",-10.12
2023-05-17,"WALMART.COM",-40.76
2023-05-17,"MCDONALDS",-10.26
2023-05-17,"STARBUCKS",-21.24
2023-05-18,"PG&E ELECTRIC",-65.33
2023-05-18,"MCDONALDS",-17.26
2023-05-18,"LOCAL COFFEE SHOP",-10.12
2023-05-18,"KINDLE EBOOK",-22.83
2023-05-18,"COPAY",-38.36
2023-05-19,"SHELL OIL",-39.12
2023-05-19,"DOORDASH",-41.31
2023-05-19,"DUNKIN",-9.74
2023-05-19,"BEST BUY",-57.63
2023-05-19,"FASTTRAK",-16.94
2023-05-19,"MCDONALDS",-13.73
2023-05-19,"MCDONALDS",-10.76
2023-05-20,"COMCAST INTERNET",-165.18
2023-05-20,"TRADER JOES",-88.88
2023-05-20,"SHELL OIL",-48.78
2023-05-20,"UBER EATS",-32.57
2023-05-20,"DUNKIN",-4.85
2023-05-20,"PARKING METER",-11.84
2023-05-20,"SPOTIFY",-29.50
2023-05-20,"RITE AID",-24.23
2023-05-20,"7-ELEVEN",-21.21
2023-05-21,"WALMART SUPERCENTER",-93.40
2023-05-21,"ARCO AMPM",-56.11
2023-05-21,"UBER EATS",-9.23
2023-05-21,"PHILZ COFFEE",-5.51
2023-05-21,"TARGET",-56.08
2023-05-22,"PG&E ELECTRIC",-123.63
2023-05-22,"WHOLE FOODS MKT",-18.36
2023-05-22,"ARCO AMPM",-55.92
2023-05-22,"CHIPOTLE",-29.60
2023-05-22,"STARBUCKS",-4.56
2023-05-22,"COPAY",-19.71
2023-05-23,"SHELL OIL",-38.88
2023-05-23,"SUSHI HOUSE",-9.53
2023-05-23,"LOCAL COFFEE SHOP",-11.64
2023-05-23,"AMAZON.COM",-10.64
2023-05-23,"LYFT",-8.45
2023-05-23,"AMAZON.COM",-21.87
2023-05-24,"VERIZON WIRELESS",-109.41
2023-05-24,"CHEVRON",-62.87
2023-05-24,"SUBWAY",-13.18
2023-05-24,"PHILZ COFFEE",-9.62
2023-05-24,"GAP",-36.48
2023-05-24,"MCDONALDS",-21.18
2023-05-25,"COSTCO WHOLESALE",-55.33
2023-05-25,"76 STATION",-68.29
2023-05-25,"LOCAL BISTRO",-21.77
2023-05-25,"DUNKIN",-7.72
2023-05-25,"LYFT",-13.18
2023-05-25,"MCDONALDS",-17.90
2023-05-26,"SPROUTS FARMERS MKT",-97.88
2023-05-26,"CHEVRON",-68.14
2023-05-26,"PANERA BREAD",-68.07
2023-05-26,"PHILZ COFFEE",-10.65
2023-05-26,"LYFT",-19.06
2023-05-26,"TICKETMASTER",-18.50
2023-05-26,"STARBUCKS",-24.30
2023-05-27,"TRADER JOES",-70.37
2023-05-27,"SHELL OIL",-51.31
2023-05-27,"PANERA BREAD",-43.81
2023-05-27,"PHILZ COFFEE",-7.89
2023-05-27,"AMC THEATRES",-41.37
2023-05-27,"AMAZON.COM",-24.46
2023-05-28,"COSTCO WHOLESALE",-56.91
2023-05-28,"SHELL OIL",-47.06
2023-05-28,"LOCAL BISTRO",-15.87
2023-05-28,"STARBUCKS",-4.16
2023-05-28,"LIME SCOOTER",-26.29
2023-05-28,"STEAM GAMES",-17.39
2023-05-29,"ARCO AMPM",-50.60
2023-05-29,"SUBWAY",-31.52
2023-05-29,"DUNKIN",-7.14
2023-05-29,"AMAZON.COM",-83.48
2023-05-29,"STARBUCKS",-22.83
2023-05-29,"MCDONALDS",-18.77
2023-05-30,"TRADER JOES",-84.83
2023-05-30,"SHELL OIL",-55.65
2023-05-30,"PANERA BREAD",-35.34
2023-05-30,"DUNKIN",-6.67
2023-05-30,"AMAZON.COM",-21.54
2023-05-30,"STARBUCKS",-13.49
2023-05-30,"MCDONALDS",-11.94
2023-05-30,"7-ELEVEN",-9.98
2023-05-31,"SPROUTS FARMERS MKT",-43.94
2023-05-31,"EXXON MOBIL",-38.30
2023-05-31,"LOCAL BISTRO",-29.17
2023-05-31,"PEETS COFFEE",-11.86
2023-05-31,"WALMART.COM",-70.03
2023-05-31,"UBER",-3.82
2023-05-31,"STEAM GAMES",-45.55
2023-05-31,"7-ELEVEN",-6.29
2023-05-31,"7-ELEVEN",-11.43
2023-06-01,"ACH PAYROLL",4206.84
2023-06-01,"SUMMIT VILLAGE APT",-2400.00
2023-06-01,"EXXON MOBIL",-60.32
2023-06-01,"SUBWAY",-16.19
2023-06-01,"PHILZ COFFEE",-4.37
2023-06-01,"BEST BUY",-35.35
2023-06-01,"EQUINOX",-93.17
2023-06-02,"LOCAL MARKET",-112.23
2023-06-02,"76 STATION",-50.96
2023-06-02,"TACO BELL",-20.45
2023-06-02,"STARBUCKS",-6.10
2023-06-02,"MCDONALDS",-16.85
2023-06-02,"MCDONALDS",-19.60
2023-06-03,"SAFEWAY",-53.40
2023-06-03,"EXXON MOBIL",-40.23
2023-06-03,"PANERA BREAD",-43.96
2023-06-03,"PHILZ COFFEE",-8.77
2023-06-04,"WALMART SUPERCENTER",-88.98
2023-06-04,"SHELL OIL",-38.73
2023-06-04,"PANERA BREAD",-70.93
2023-06-04,"DUNKIN",-10.93
2023-06-04,"AMAZON PRIME",-18.77
2023-06-04,"CVS",-46.45
2023-06-04,"LIME SCOOTER",-33.84
2023-06-04,"STARBUCKS",-9.46
2023-06-04,"STARBUCKS",-15.61
2023-06-05,"COSTCO WHOLESALE",-67.84
2023-06-05,"ARCO AMPM",-62.15
2023-06-05,"UBER EATS",-17.39
2023-06-05,"STARBUCKS",-11.56
2023-06-05,"GAP",-24.07
2023-06-05,"CVS PHARMACY",-49.12
2023-06-06,"SPROUTS FARMERS MKT",-111.62
2023-06-06,"ARCO AMPM",-56.40
2023-06-06,"LOCAL BISTRO",-20.65
2023-06-06,"DUNKIN",-11.22
2023-06-06,"AMAZON PRIME",-6.07
2023-06-06,"GAP",-19.20
2023-06-06,"PLAYSTATION NETWORK",-30.50
2023-06-07,"DOORDASH",-23.71
2023-06-07,"DUNKIN",-11.55
2023-06-07,"UNIQLO",-18.02
2023-06-07,"FASTTRAK",-34.24
2023-06-07,"DAVE AND BUSTERS",-59.61
2023-06-07,"AMAZON.COM",-18.17
2023-06-08,"TACO BELL",-37.15
2023-06-08,"LOCAL COFFEE SHOP",-4.30
2023-06-08,"AMAZON.COM",-21.91
2023-06-09,"UBER EATS",-19.80
2023-06-09,"STARBUCKS",-9.60
2023-06-09,"EBAY",-37.22
2023-06-09,"COPAY",-26.67
2023-06-09,"MCDONALDS",-24.37
2023-06-09,"MCDONALDS",-9.69
2023-06-09,"AMAZON.COM",-8.37
2023-06-10,"COSTCO WHOLESALE",-71.35
2023-06-10,"ARCO AMPM",-61.29
2023-06-10,"UBER EATS",-32.44
2023-06-10,"PEETS COFFEE",-11.24
2023-06-10,"GAP",-38.53
2023-06-10,"KINDLE EBOOK",-20.44
2023-06-10,"WALGREENS",-12.36
2023-06-11,"LOCAL MARKET",-22.31
2023-06-11,"CHEVRON",-37.57
2023-06-11,"PANERA BREAD",-14.25
2023-06-11,"DUNKIN",-10.60
2023-06-11,"CVS",-11.77
2023-06-11,"STEAM GAMES",-34.86
2023-06-12,"CHEVRON",-66.37
2023-06-12,"PANERA BREAD",-43.48
2023-06-12,"LOCAL COFFEE SHOP",-9.26
2023-06-12,"LIME SCOOTER",-30.79
2023-06-13,"TRADER JOES",-104.76
2023-06-13,"PANERA BREAD",-98.29
2023-06-13,"STARBUCKS",-8.22
2023-06-13,"BART TICKET",-11.16
2023-06-14,"76 STATION",-44.66
2023-06-14,"SUBWAY",-33.39
2023-06-14,"DUNKIN",-4.03
2023-06-14,"GAP",-61.49
2023-06-14,"7-ELEVEN",-5.62
2023-06-14,"MCDONALDS",-20.81
2023-06-15,"DIRECT DEPOSIT - EMPLOYER",4303.56
2023-06-15,"PIZZA PORT",-28.25
2023-06-15,"PEETS COFFEE",-8.85
2023-06-15,"APPLE ICLOUD",-7.02
2023-06-15,"UBER",-29.88
2023-06-15,"STEAM GAMES",-25.28
2023-06-16,"COSTCO WHOLESALE",-26.38
2023-06-16,"PANERA BREAD",-28.06
2023-06-16,"DUNKIN",-10.69
2023-06-16,"BEST BUY",-61.10
2023-06-16,"PLAYSTATION NETWORK",-40.72
2023-06-16,"AMAZON.COM",-17.39
2023-06-17,"WATER DISTRICT",-60.02
2023-06-17,"SAFEWAY",-44.04
2023-06-17,"76 STATION",-60.21
2023-06-17,"UBER EATS",-28.21
2023-06-17,"PHILZ COFFEE",-7.22
2023-06-17,"GOOGLE STORAGE",-9.30
2023-06-17,"DOLLAR STORE",-31.94
2023-06-17,"FASTTRAK",-25.04
2023-06-17,"AMAZON.COM",-19.62
2023-06-17,"7-ELEVEN",-24.43
2023-06-18,"LOCAL MARKET",-101.12
2023-06-18,"EXXON MOBIL",-44.35
2023-06-18,"PIZZA PORT",-13.37
2023-06-18,"DUNKIN",-6.88
2023-06-18,"WALMART.COM",-73.18
2023-06-19,"PG&E ELECTRIC",-68.88
2023-06-19,"CHEVRON",-70.07
2023-06-19,"IN-N-OUT BURGER",-38.86
2023-06-19,"PHILZ COFFEE",-10.50
2023-06-19,"UNIQLO",-13.09
2023-06-19,"CLIPPER CARD",-16.57
2023-06-20,"SUSHI HOUSE",-12.35
2023-06-20,"LOCAL COFFEE SHOP",-11.34
2023-06-20,"GAP",-30.42
2023-06-21,"CHIPOTLE",-21.78
2023-06-21,"LOCAL COFFEE SHOP",-4.91
2023-06-21,"CVS",-23.84
2023-06-21,"DAVE AND BUSTERS",-15.88
2023-06-21,"STARBUCKS",-17.57
2023-06-22,"76 STATION",-56.33
2023-06-22,"DOORDASH",-22.85
2023-06-22,"STARBUCKS",-7.61
2023-06-22,"DOLLAR STORE",-55.66
2023-06-22,"AMAZON.COM",-16.98
2023-06-22,"STARBUCKS",-13.33
2023-06-23,"SHELL OIL",-42.72
2023-06-23,"SUSHI HOUSE",-18.55
2023-06-23,"PHILZ COFFEE",-4.28
2023-06-23,"DOLLAR STORE",-17.91
2023-06-23,"UBER",-31.15
2023-06-23,"AMC THEATRES",-7.27
2023-06-23,"MCDONALDS",-10.96
2023-06-24,"TRADER JOES",-109.38
2023-06-24,"CHEVRON",-71.09
2023-06-24,"CHIPOTLE",-41.92
2023-06-24,"PEETS COFFEE",-5.53
2023-06-24,"MCDONALDS",-21.22
2023-06-25,"WATER DISTRICT",-82.30
2023-06-25,"LOCAL MARKET",-119.48
2023-06-25,"CHEVRON",-38.93
2023-06-25,"UBER EATS",-35.15
2023-06-25,"PHILZ COFFEE",-7.65
2023-06-25,"7-ELEVEN",-15.18
2023-06-26,"ARCO AMPM",-70.10
2023-06-26,"SUSHI HOUSE",-34.06
2023-06-26,"LOCAL COFFEE SHOP",-11.10
2023-06-26,"GAP",-15.47
2023-06-26,"RITE AID",-34.06
2023-06-26,"7-ELEVEN",-6.76
2023-06-27,"WATER DISTRICT",-41.28
2023-06-27,"WALMART SUPERCENTER",-101.56
2023-06-27,"76 STATION",-54.07
2023-06-27,"LOCAL BISTRO",-12.76
2023-06-27,"PEETS COFFEE",-10.48
2023-06-27,"EBAY",-48.58
2023-06-27,"FASTTRAK",-15.99
2023-06-28,"PANERA BREAD",-39.82
2023-06-28,"DUNKIN",-6.09
2023-06-28,"WALMART.COM",-47.67
2023-06-28,"LYFT",-24.88
2023-06-29,"76 STATION",-37.26
2023-06-29,"UBER EATS",-30.85
2023-06-29,"PHILZ COFFEE",-8.98
2023-06-29,"AMAZON.COM",-54.00
2023-06-29,"FASTTRAK",-10.28
2023-06-30,"TRADER JOES",-86.41
2023-06-30,"SHELL OIL",-60.84
2023-06-30,"PANERA BREAD",-14.36
2023-06-30,"DUNKIN",-9.09
2023-06-30,"DOLLAR STORE",-12.16
2023-06-30,"PARKING METER",-3.88
2023-07-01,"DIRECT DEPOSIT - EMPLOYER",4201.81
2023-07-01,"RENT PAYMENT",-2400.00
2023-07-01,"WALMART SUPERCENTER",-97.30
2023-07-01,"76 STATION",-74.49
2023-07-01,"CHIPOTLE",-8.92
2023-07-01,"PEETS COFFEE",-8.31
2023-07-01,"EBAY",-27.19
2023-07-01,"SPOTIFY",-59.29
2023-07-01,"PLANET FITNESS",-50.42
2023-07-01,"7-ELEVEN",-9.38
2023-07-02,"TRADER JOES",-107.58
2023-07-02,"EXXON MOBIL",-43.10
2023-07-02,"PIZZA PORT",-20.65
2023-07-02,"DUNKIN",-7.75
2023-07-02,"CVS",-43.76
2023-07-02,"LYFT",-20.38
2023-07-02,"AMAZON.COM",-10.70
2023-07-03,"WALMART SUPERCENTER",-37.70
2023-07-03,"EXXON MOBIL",-50.70
2023-07-03,"LOCAL BISTRO",-29.64
2023-07-03,"PEETS COFFEE",-6.21
2023-07-03,"PARKING METER",-16.08
2023-07-04,"SHELL OIL",-54.12
2023-07-04,"TACO BELL",-25.59
2023-07-04,"PEETS COFFEE",-4.53
2023-07-04,"HULU",-19.88
2023-07-04,"WALMART.COM",-26.31
2023-07-04,"MCDONALDS",-9.00
2023-07-05,"76 STATION",-66.72
2023-07-05,"PANERA BREAD",-38.55
2023-07-05,"DUNKIN",-9.32
2023-07-05,"BEST BUY",-54.49
2023-07-06,"WHOLE FOODS MKT",-119.60
2023-07-06,"SUBWAY",-17.49
2023-07-06,"LOCAL COFFEE SHOP",-11.23
2023-07-06,"AMAZON.COM",-26.76
2023-07-06,"LYFT",-6.95
2023-07-06,"SPOTIFY",-23.89
2023-07-06,"CVS PHARMACY",-13.38
2023-07-06,"MCDONALDS",-15.01
2023-07-07,"SPROUTS FARMERS MKT",-59.05
2023-07-07,"SHELL OIL",-74.86
2023-07-07,"SUBWAY",-30.03
2023-07-07,"DUNKIN",-4.31
2023-07-07,"GAP",-81.61
2023-07-07,"CLIPPER CARD",-6.08
2023-07-07,"TICKETMASTER",-11.04
2023-07-07,"7-ELEVEN",-18.24
2023-07-08,"TRADER JOES",-91.08
2023-07-08,"SHELL OIL",-72.27
2023-07-08,"MCDONALDS",-22.14
2023-07-08,"PEETS COFFEE",-9.97
2023-07-08,"SPOTIFY USA",-14.29
2023-07-08,"CVS PHARMACY",-34.49
2023-07-08,"STARBUCKS",-23.97
2023-07-08,"7-ELEVEN",-16.42
2023-07-08,"MCDONALDS",-14.82
2023-07-09,"SAFEWAY",-24.91
2023-07-09,"SHELL OIL",-67.77
2023-07-09,"TACO BELL",-24.27
2023-07-09,"LOCAL COFFEE SHOP",-7.73
2023-07-09,"WALMART.COM",-72.13
2023-07-09,"FASTTRAK",-29.18
2023-07-09,"MCDONALDS",-13.13
2023-07-09,"MCDONALDS",-15.51
2023-07-10,"SHELL OIL",-41.54
2023-07-10,"CHIPOTLE",-37.24
2023-07-10,"STARBUCKS",-9.50
2023-07-10,"CVS",-67.47
2023-07-10,"FASTTRAK",-7.32
2023-07-11,"CHIPOTLE",-28.08
2023-07-11,"STARBUCKS",-8.63
2023-07-11,"FASTTRAK",-25.36
2023-07-11,"PLAYSTATION NETWORK",-39.33
2023-07-11,"7-ELEVEN",-6.00
2023-07-12,"PANERA BREAD",-12.57
2023-07-12,"STARBUCKS",-8.66
2023-07-12,"TARGET",-42.92
2023-07-12,"UBER",-16.32
2023-07-12,"DAVE AND BUSTERS",-49.21
2023-07-13,"SDG&E UTILITIES",-78.29
2023-07-13,"76 STATION",-56.78
2023-07-13,"DOORDASH",-8.12
2023-07-13,"LOCAL COFFEE SHOP",-4.59
2023-07-13,"BEST BUY",-10.13
2023-07-13,"LYFT",-17.27
2023-07-13,"KINDLE EBOOK",-27.92
2023-07-14,"MCDONALDS",-18.84
2023-07-14,"DUNKIN",-5.04
2023-07-14,"DOLLAR STORE",-76.34
2023-07-14,"7-ELEVEN",-22.13
2023-07-15,"PAYROLL DEPOSIT",4421.31
2023-07-15,"TRADER JOES",-38.50
2023-07-15,"CHEVRON",-68.64
2023-07-15,"DOORDASH",-21.57
2023-07-15,"PHILZ COFFEE",-11.46
2023-07-15,"TARGET",-16.60
2023-07-15,"LYFT",-4.61
2023-07-15,"SPOTIFY",-52.35
2023-07-15,"CVS PHARMACY",-22.70
2023-07-16,"WHOLE FOODS MKT",-95.12
2023-07-16,"SHELL OIL",-71.64
2023-07-16,"SUBWAY",-36.23
2023-07-16,"DUNKIN",-10.48
2023-07-16,"GAP",-33.97
2023-07-16,"PLAYSTATION NETWORK",-34.16
2023-07-16,"AMAZON.COM",-5.55
2023-07-16,"AMAZON.COM",-6.31
2023-07-17,"WATER DISTRICT",-75.73
2023-07-17,"76 STATION",-62.84
2023-07-17,"MCDONALDS",-26.68
2023-07-17,"PEETS COFFEE",-4.97
2023-07-18,"SPROUTS FARMERS MKT",-74.48
2023-07-18,"SHELL OIL",-47.26
2023-07-18,"PIZZA PORT",-28.13
2023-07-18,"STARBUCKS",-7.36
2023-07-18,"GAP",-10.19
2023-07-18,"BART TICKET",-10.50
2023-07-19,"ARCO AMPM",-61.83
2023-07-19,"LOCAL BISTRO",-12.67
2023-07-19,"STARBUCKS",-9.73
2023-07-20,"COSTCO WHOLESALE",-114.18
2023-07-20,"EXXON MOBIL",-37.80
2023-07-20,"CHIPOTLE",-42.66
2023-07-20,"PHILZ COFFEE",-5.64
2023-07-20,"APPLE ICLOUD",-12.71
2023-07-20,"WALMART.COM",-84.47
2023-07-20,"FASTTRAK",-16.99
2023-07-20,"7-ELEVEN",-17.67
2023-07-21,"SUBWAY",-44.16
2023-07-21,"DUNKIN",-7.21
2023-07-21,"DOLLAR STORE",-56.05
2023-07-21,"LYFT",-30.54
2023-07-21,"STEAM GAMES",-15.95
2023-07-21,"MCDONALDS",-8.93
2023-07-21,"AMAZON.COM",-7.87
2023-07-21,"STARBUCKS",-16.32
2023-07-22,"COSTCO WHOLESALE",-48.73
2023-07-22,"76 STATION",-59.84
2023-07-22,"CHIPOTLE",-38.22
2023-07-22,"LOCAL COFFEE SHOP",-4.16
2023-07-22,"BEST BUY",-74.02
2023-07-22,"MCDONALDS",-6.50
2023-07-23,"WALMART SUPERCENTER",-57.33
2023-07-23,"EXXON MOBIL",-38.34
2023-07-23,"PIZZA PORT",-15.63
2023-07-23,"STARBUCKS",-7.45
2023-07-23,"SPOTIFY USA",-19.31
2023-07-23,"AMAZON.COM",-83.48
2023-07-23,"MCDONALDS",-12.51
2023-07-24,"SUSHI HOUSE",-37.03
2023-07-24,"PEETS COFFEE",-6.25
2023-07-24,"CVS",-11.56
2023-07-24,"LIME SCOOTER",-10.93
2023-07-24,"7-ELEVEN",-12.78
2023-07-25,"PIZZA PORT",-43.76
2023-07-25,"PEETS COFFEE",-9.13
2023-07-25,"CVS",-73.95
2023-07-25,"BART TICKET",-3.93
2023-07-25,"STEAM GAMES",-7.38
2023-07-25,"WALGREENS",-42.25
2023-07-26,"WATER DISTRICT",-100.92
2023-07-26,"EXXON MOBIL",-45.49
2023-07-26,"CHIPOTLE",-16.45
2023-07-26,"DUNKIN",-9.57
2023-07-26,"BEST BUY",-33.66
2023-07-27,"WHOLE FOODS MKT",-42.87
2023-07-27,"76 STATION",-61.64
2023-07-27,"DOORDASH",-20.16
2023-07-27,"DUNKIN",-10.79
2023-07-27,"TARGET",-32.60
2023-07-27,"LYFT",-20.50
2023-07-27,"DAVE AND BUSTERS",-21.40
2023-07-27,"CVS PHARMACY",-49.85
2023-07-28,"CHEVRON",-57.12
2023-07-28,"PANERA BREAD",-25.16
2023-07-28,"STARBUCKS",-7.03
2023-07-28,"BEST BUY",-84.04
2023-07-28,"7-ELEVEN",-11.08
2023-07-29,"SPROUTS FARMERS MKT",-112.68
2023-07-29,"SHELL OIL",-52.95
2023-07-29,"TACO BELL",-35.40
2023-07-29,"PEETS COFFEE",-8.17
2023-07-29,"DOLLAR STORE",-14.46
2023-07-29,"SPOTIFY",-53.86
2023-07-30,"WALMART SUPERCENTER",-104.70
2023-07-30,"ARCO AMPM",-73.01
2023-07-30,"DOORDASH",-39.38
2023-07-30,"STARBUCKS",-9.42
2023-07-30,"DOLLAR STORE",-22.25
2023-07-30,"7-ELEVEN",-21.01
2023-07-30,"MCDONALDS",-19.48
2023-07-31,"ARCO AMPM",-64.00
2023-07-31,"CHIPOTLE",-8.71
2023-07-31,"STARBUCKS",-8.29
2023-07-31,"BEST BUY",-65.60
2023-07-31,"LYFT",-34.40
2023-08-01,"ACH PAYROLL",4230.72
2023-08-01,"RENT PAYMENT",-2400.00
2023-08-01,"ARCO AMPM",-46.25
2023-08-01,"TACO BELL",-13.21
2023-08-01,"DUNKIN",-10.87
2023-08-01,"AMAZON.COM",-27.53
2023-08-01,"UBER",-4.91
2023-08-01,"PLAYSTATION NETWORK",-41.18
2023-08-01,"24 HOUR FITNESS",-50.00
2023-08-01,"STARBUCKS",-7.13
2023-08-01,"7-ELEVEN",-14.36
2023-08-02,"EXXON MOBIL",-59.73
2023-08-02,"CHIPOTLE",-13.71
2023-08-02,"LOCAL COFFEE SHOP",-4.37
2023-08-02,"BEST BUY",-21.00
2023-08-02,"RITE AID",-49.19
2023-08-02,"MCDONALDS",-8.24
2023-08-03,"ARCO AMPM",-52.68
2023-08-03,"MCDONALDS",-42.42
2023-08-03,"LOCAL COFFEE SHOP",-7.00
2023-08-03,"DOLLAR STORE",-41.40
2023-08-03,"AMAZON.COM",-22.05
2023-08-04,"SPROUTS FARMERS MKT",-37.01
2023-08-04,"SUBWAY",-17.19
2023-08-04,"STARBUCKS",-4.38
2023-08-04,"AMAZON PRIME",-12.81
2023-08-04,"EBAY",-59.86
2023-08-04,"STEAM GAMES",-16.00
2023-08-05,"SDG&E UTILITIES",-60.77
2023-08-05,"SAFEWAY",-39.57
2023-08-05,"CHEVRON",-37.00
2023-08-05,"PANERA BREAD",-41.61
2023-08-05,"STARBUCKS",-6.94
2023-08-05,"UNIQLO",-54.60
2023-08-05,"7-ELEVEN",-5.97
2023-08-06,"SAFEWAY",-51.50
2023-08-06,"ARCO AMPM",-73.24
2023-08-06,"DOORDASH",-44.95
2023-08-06,"LOCAL COFFEE SHOP",-10.57
2023-08-06,"EBAY",-17.82
2023-08-06,"COPAY",-21.89
2023-08-06,"7-ELEVEN",-16.51
2023-08-07,"COSTCO WHOLESALE",-22.38
2023-08-07,"PANERA BREAD",-27.31
2023-08-07,"PEETS COFFEE",-10.01
2023-08-07,"DISNEY PLUS",-13.15
2023-08-07,"LIME SCOOTER",-25.00
2023-08-07,"AMC THEATRES",-52.33
2023-08-08,"COMCAST INTERNET",-117.37
2023-08-08,"CHEVRON",-74.34
2023-08-08,"PANERA BREAD",-11.73
2023-08-08,"PEETS COFFEE",-4.47
2023-08-08,"TARGET",-70.04
2023-08-09,"WHOLE FOODS MKT",-27.07
2023-08-09,"EXXON MOBIL",-49.95
2023-08-09,"SUSHI HOUSE",-35.02
2023-08-09,"LOCAL COFFEE SHOP",-6.90
2023-08-09,"TARGET",-43.85
2023-08-09,"CLIPPER CARD",-26.63
2023-08-10,"SPROUTS FARMERS MKT",-65.50
2023-08-10,"ARCO AMPM",-36.22
2023-08-10,"SUBWAY",-41.40
2023-08-10,"DUNKIN",-8.84
2023-08-10,"GAP",-75.62
2023-08-10,"FASTTRAK",-30.05
2023-08-11,"ARCO AMPM",-61.56
2023-08-11,"IN-N-OUT BURGER",-44.89
2023-08-11,"LOCAL COFFEE SHOP",-9.02
2023-08-11,"BEST BUY",-64.35
2023-08-11,"UBER",-9.12
2023-08-11,"CVS PHARMACY",-16.85
2023-08-12,"SPROUTS FARMERS MKT",-19.81
2023-08-12,"EXXON MOBIL",-43.36
2023-08-12,"SUBWAY",-29.35
2023-08-12,"STARBUCKS",-8.99
2023-08-12,"WALMART.COM",-65.49
2023-08-12,"LIME SCOOTER",-17.95
2023-08-13,"WALMART SUPERCENTER",-18.66
2023-08-13,"EXXON MOBIL",-68.19
2023-08-13,"MCDONALDS",-44.98
2023-08-13,"LOCAL COFFEE SHOP",-10.24
2023-08-13,"AMAZON.COM",-34.27
2023-08-13,"STARBUCKS",-19.73
2023-08-14,"COMCAST INTERNET",-74.31
2023-08-14,"SHELL OIL",-61.16
2023-08-14,"CHIPOTLE",-19.90
2023-08-14,"STARBUCKS",-4.23
2023-08-14,"EBAY",-43.66
2023-08-14,"FASTTRAK",-11.80
2023-08-14,"STEAM GAMES",-37.08
2023-08-14,"COPAY",-47.43
2023-08-15,"DIRECT DEPOSIT - EMPLOYER",4393.36
2023-08-15,"CHEVRON",-41.28
2023-08-15,"CHIPOTLE",-20.15
2023-08-15,"PEETS COFFEE",-11.55
2023-08-15,"CVS",-73.47
2023-08-15,"MCDONALDS",-17.49
2023-08-16,"WHOLE FOODS MKT",-75.84
2023-08-16,"EXXON MOBIL",-68.42
2023-08-16,"PANERA BREAD",-24.44
2023-08-16,"PHILZ COFFEE",-11.04
2023-08-16,"WALMART.COM",-39.82
2023-08-16,"AMAZON.COM",-13.85
2023-08-17,"CHEVRON",-36.03
2023-08-17,"DOORDASH",-17.35
2023-08-17,"STARBUCKS",-6.75
2023-08-17,"AMAZON.COM",-46.70
2023-08-17,"LIME SCOOTER",-27.18
2023-08-17,"DAVE AND BUSTERS",-19.59
2023-08-17,"COPAY",-23.22
2023-08-17,"AMAZON.COM",-12.10
